account_id,customer_id,account_type,currency,current_balance,status,opened_at
ACC-0567,CUST-0829,CREDIT_CARD,INR,65463.71,ACTIVE,2025-03-24 00:00:00
ACC-0568,CUST-0251,SAVINGS,INR,465296.49,ACTIVE,2024-07-27 00:00:00
ACC-0569,CUST-0634,SAVINGS,INR,91426.18,ACTIVE,2025-06-11 00:00:00
ACC-0570,CUST-0118,SAVINGS,INR,242916.1,ACTIVE,2024-06-03 00:00:00
ACC-0571,CUST-0162,CURRENT,INR,188154.6,ACTIVE,2025-04-04 00:00:00
ACC-0572,CUST-0494,LOAN,INR,422534.61,ACTIVE,2024-09-01 00:00:00
ACC-0573,CUST-0989,LOAN,INR,366228.02,ACTIVE,2025-09-05 00:00:00
ACC-0574,CUST-0200,LOAN,INR,175026.3,ACTIVE,2026-03-30 00:00:00
ACC-0575,CUST-0962,LOAN,INR,64577.33,ACTIVE,2025-09-07 00:00:00
ACC-0576,CUST-0187,SAVINGS,INR,225349.71,ACTIVE,2025-07-12 00:00:00
ACC-0577,CUST-0108,LOAN,INR,465489.11,ACTIVE,2024-07-25 00:00:00
ACC-0578,CUST-0542,CURRENT,INR,383894.85,ACTIVE,2026-02-26 00:00:00
ACC-0579,CUST-0339,CREDIT_CARD,INR,392187.35,ACTIVE,2025-12-22 00:00:00
ACC-0580,CUST-0763,CURRENT,INR,232755.37,ACTIVE,2025-03-26 00:00:00
ACC-0581,CUST-0472,LOAN,INR,497362.74,ACTIVE,2025-04-18 00:00:00
ACC-0582,CUST-0075,CREDIT_CARD,INR,93956.14,ACTIVE,2025-10-02 00:00:00
ACC-0583,CUST-0494,CURRENT,INR,443514.61,ACTIVE,2024-06-29 00:00:00
ACC-0584,CUST-0037,CREDIT_CARD,INR,265174.89,ACTIVE,2025-10-30 00:00:00
ACC-0585,CUST-0999,LOAN,INR,402127.03,ACTIVE,2025-03-31 00:00:00
ACC-0586,CUST-0428,LOAN,INR,117325.59,ACTIVE,2025-02-16 00:00:00
ACC-0587,CUST-0861,CREDIT_CARD,INR,387867.61,ACTIVE,2024-09-10 00:00:00
ACC-0588,CUST-0936,SAVINGS,INR,243837.91,ACTIVE,2025-06-28 00:00:00
ACC-0589,CUST-0549,LOAN,INR,148685.91,ACTIVE,2026-01-03 00:00:00
ACC-0590,CUST-0853,CURRENT,INR,186826.73,ACTIVE,2024-11-20 00:00:00
ACC-0591,CUST-0119,LOAN,INR,319893.4,ACTIVE,2024-07-25 00:00:00
ACC-0592,CUST-0052,CURRENT,INR,210065.75,ACTIVE,2024-07-23 00:00:00
ACC-0593,CUST-0904,LOAN,INR,348170.23,ACTIVE,2025-11-11 00:00:00
ACC-0594,CUST-0780,LOAN,INR,424293.43,ACTIVE,2024-04-16 00:00:00
ACC-0595,CUST-0369,SAVINGS,INR,474881.63,ACTIVE,2024-07-09 00:00:00
ACC-0596,CUST-0833,CREDIT_CARD,INR,181672.0,ACTIVE,2025-04-15 00:00:00
ACC-0597,CUST-0050,LOAN,INR,489370.52,ACTIVE,2025-05-05 00:00:00
ACC-0598,CUST-0795,SAVINGS,INR,104161.47,ACTIVE,2024-11-09 00:00:00
ACC-0599,CUST-0971,CREDIT_CARD,INR,76760.64,ACTIVE,2025-05-17 00:00:00
ACC-0600,CUST-0538,CREDIT_CARD,INR,394602.21,ACTIVE,2025-05-29 00:00:00
ACC-0601,CUST-0312,CURRENT,INR,113023.16,ACTIVE,2025-05-31 00:00:00
ACC-0602,CUST-0153,CURRENT,INR,214248.97,ACTIVE,2024-11-08 00:00:00
ACC-0603,CUST-0985,CURRENT,INR,343926.54,ACTIVE,2026-04-03 00:00:00
ACC-0604,CUST-0345,SAVINGS,INR,299039.19,ACTIVE,2025-04-29 00:00:00
ACC-0605,CUST-0381,CURRENT,INR,350486.87,ACTIVE,2025-11-10 00:00:00
ACC-0606,CUST-0022,CREDIT_CARD,INR,395726.82,ACTIVE,2025-04-30 00:00:00
ACC-0607,CUST-0218,LOAN,INR,71205.81,ACTIVE,2024-10-22 00:00:00
ACC-0608,CUST-0203,SAVINGS,INR,454356.73,ACTIVE,2026-01-08 00:00:00
ACC-0609,CUST-0150,LOAN,INR,224930.0,ACTIVE,2026-04-17 00:00:00
ACC-0610,CUST-0999,LOAN,INR,99210.39,ACTIVE,2025-06-01 00:00:00
ACC-0611,CUST-0457,LOAN,INR,411124.11,ACTIVE,2025-12-31 00:00:00
ACC-0612,CUST-0773,CREDIT_CARD,INR,190966.97,ACTIVE,2025-03-24 00:00:00
ACC-0613,CUST-0171,CREDIT_CARD,INR,333173.53,ACTIVE,2025-04-11 00:00:00
ACC-0614,CUST-0853,CURRENT,INR,425351.15,ACTIVE,2024-06-12 00:00:00
ACC-0615,CUST-0695,SAVINGS,INR,85441.74,ACTIVE,2026-05-02 00:00:00
ACC-0616,CUST-0513,LOAN,INR,329779.9,ACTIVE,2025-01-22 00:00:00
ACC-0617,CUST-0958,SAVINGS,INR,50700.62,ACTIVE,2025-01-19 00:00:00
ACC-0618,CUST-0586,CURRENT,INR,54135.61,ACTIVE,2024-09-17 00:00:00
ACC-0619,CUST-0577,LOAN,INR,20128.17,ACTIVE,2024-08-14 00:00:00
ACC-0620,CUST-0259,SAVINGS,INR,225520.25,ACTIVE,2025-06-10 00:00:00
ACC-0621,CUST-0426,CURRENT,INR,332989.69,ACTIVE,2026-04-24 00:00:00
ACC-0622,CUST-0412,CREDIT_CARD,INR,40053.01,ACTIVE,2026-01-13 00:00:00
ACC-0623,CUST-0223,CREDIT_CARD,INR,398827.05,ACTIVE,2024-10-19 00:00:00
ACC-0624,CUST-0542,CURRENT,INR,196681.67,ACTIVE,2026-01-12 00:00:00
ACC-0625,CUST-0973,SAVINGS,INR,329616.25,ACTIVE,2025-08-02 00:00:00
ACC-0626,CUST-0201,LOAN,INR,109660.58,ACTIVE,2025-02-25 00:00:00
ACC-0627,CUST-0992,CURRENT,INR,270265.42,ACTIVE,2025-09-09 00:00:00
ACC-0628,CUST-0323,CURRENT,INR,370993.96,ACTIVE,2025-11-25 00:00:00
ACC-0629,CUST-0380,SAVINGS,INR,47942.15,ACTIVE,2024-12-15 00:00:00
ACC-0630,CUST-0447,CREDIT_CARD,INR,242101.9,ACTIVE,2024-07-22 00:00:00
ACC-0631,CUST-0958,CURRENT,INR,60620.64,ACTIVE,2025-01-29 00:00:00
ACC-0632,CUST-0154,CREDIT_CARD,INR,180477.75,ACTIVE,2025-08-07 00:00:00
ACC-0633,CUST-0099,CREDIT_CARD,INR,302281.02,ACTIVE,2025-05-17 00:00:00
ACC-0634,CUST-0343,LOAN,INR,149581.11,ACTIVE,2025-11-07 00:00:00
ACC-0635,CUST-0237,SAVINGS,INR,470277.86,ACTIVE,2026-02-16 00:00:00
ACC-0636,CUST-0605,LOAN,INR,412260.25,ACTIVE,2025-08-02 00:00:00
ACC-0637,CUST-0169,CREDIT_CARD,INR,82208.77,ACTIVE,2025-05-04 00:00:00
ACC-0638,CUST-0720,CREDIT_CARD,INR,115868.88,ACTIVE,2025-01-20 00:00:00
ACC-0639,CUST-0873,CREDIT_CARD,INR,489146.79,ACTIVE,2026-03-27 00:00:00
ACC-0640,CUST-0458,SAVINGS,INR,263125.59,ACTIVE,2026-04-03 00:00:00
ACC-0641,CUST-0680,SAVINGS,INR,219086.68,ACTIVE,2026-03-27 00:00:00
ACC-0642,CUST-0376,CREDIT_CARD,INR,127195.67,ACTIVE,2024-10-28 00:00:00
ACC-0643,CUST-0362,CURRENT,INR,282743.12,ACTIVE,2024-05-10 00:00:00
ACC-0644,CUST-0698,CREDIT_CARD,INR,341013.82,ACTIVE,2025-02-28 00:00:00
ACC-0645,CUST-0863,CURRENT,INR,434725.84,ACTIVE,2024-08-30 00:00:00
ACC-0646,CUST-0239,LOAN,INR,86783.95,ACTIVE,2025-04-25 00:00:00
ACC-0647,CUST-0032,CURRENT,INR,187118.8,ACTIVE,2024-04-10 00:00:00
ACC-0648,CUST-0102,SAVINGS,INR,335711.92,ACTIVE,2024-05-03 00:00:00
ACC-0649,CUST-0407,CREDIT_CARD,INR,329581.86,ACTIVE,2025-04-18 00:00:00
ACC-0650,CUST-0836,LOAN,INR,102850.4,ACTIVE,2025-09-19 00:00:00
ACC-0651,CUST-0527,LOAN,INR,144059.9,ACTIVE,2024-09-18 00:00:00
ACC-0652,CUST-0001,SAVINGS,INR,322183.93,ACTIVE,2025-02-25 00:00:00
ACC-0653,CUST-0982,CURRENT,INR,459720.35,ACTIVE,2025-12-28 00:00:00
ACC-0654,CUST-0336,CREDIT_CARD,INR,463638.3,ACTIVE,2026-01-03 00:00:00
ACC-0655,CUST-0001,LOAN,INR,158680.95,ACTIVE,2024-12-29 00:00:00
ACC-0656,CUST-0396,CURRENT,INR,285983.4,ACTIVE,2026-05-01 00:00:00
ACC-0657,CUST-0383,CREDIT_CARD,INR,489783.7,ACTIVE,2025-05-15 00:00:00
ACC-0658,CUST-0749,CREDIT_CARD,INR,275920.76,ACTIVE,2025-02-25 00:00:00
ACC-0659,CUST-0268,LOAN,INR,30787.2,ACTIVE,2025-05-26 00:00:00
ACC-0660,CUST-0227,CURRENT,INR,484991.12,ACTIVE,2026-02-25 00:00:00
ACC-0661,CUST-0895,LOAN,INR,438976.69,ACTIVE,2026-02-12 00:00:00
ACC-0662,CUST-0068,SAVINGS,INR,367757.35,ACTIVE,2025-10-10 00:00:00
ACC-0663,CUST-0155,LOAN,INR,77928.47,ACTIVE,2024-11-28 00:00:00
ACC-0664,CUST-0973,CREDIT_CARD,INR,303950.21,ACTIVE,2025-10-06 00:00:00
ACC-0665,CUST-0516,SAVINGS,INR,245234.82,ACTIVE,2024-07-09 00:00:00
ACC-0666,CUST-0114,SAVINGS,INR,342459.24,ACTIVE,2025-01-17 00:00:00
ACC-0667,CUST-0118,CREDIT_CARD,INR,396087.26,ACTIVE,2024-12-04 00:00:00
ACC-0668,CUST-0191,LOAN,INR,276895.0,ACTIVE,2025-02-23 00:00:00
ACC-0669,CUST-0955,CURRENT,INR,258267.08,ACTIVE,2026-01-19 00:00:00
ACC-0670,CUST-0208,CURRENT,INR,187931.65,ACTIVE,2025-04-26 00:00:00
ACC-0671,CUST-0232,LOAN,INR,203415.24,ACTIVE,2024-06-01 00:00:00
ACC-0672,CUST-0300,SAVINGS,INR,239196.69,ACTIVE,2025-10-26 00:00:00
ACC-0673,CUST-0178,CURRENT,INR,43992.19,ACTIVE,2024-05-22 00:00:00
ACC-0674,CUST-0834,CURRENT,INR,348860.45,ACTIVE,2024-09-23 00:00:00
ACC-0675,CUST-0238,CURRENT,INR,431899.45,ACTIVE,2024-04-23 00:00:00
ACC-0676,CUST-0162,CURRENT,INR,332711.35,ACTIVE,2024-09-06 00:00:00
ACC-0677,CUST-0063,CURRENT,INR,281872.41,ACTIVE,2025-02-12 00:00:00
ACC-0678,CUST-0073,LOAN,INR,440979.67,ACTIVE,2024-04-15 00:00:00
ACC-0679,CUST-0657,CURRENT,INR,90960.74,ACTIVE,2025-09-01 00:00:00
ACC-0680,CUST-0527,LOAN,INR,307242.0,ACTIVE,2025-12-09 00:00:00
ACC-0681,CUST-0155,CREDIT_CARD,INR,423519.3,ACTIVE,2024-08-31 00:00:00
ACC-0682,CUST-0792,CURRENT,INR,446282.2,ACTIVE,2025-11-30 00:00:00
ACC-0683,CUST-0131,CREDIT_CARD,INR,486263.32,ACTIVE,2024-11-17 00:00:00
ACC-0684,CUST-0192,CURRENT,INR,59772.03,ACTIVE,2024-09-15 00:00:00
ACC-0685,CUST-0087,LOAN,INR,414888.21,ACTIVE,2025-06-18 00:00:00
ACC-0686,CUST-0061,CREDIT_CARD,INR,292427.29,ACTIVE,2025-10-21 00:00:00
ACC-0687,CUST-0223,LOAN,INR,417783.92,ACTIVE,2026-04-06 00:00:00
ACC-0688,CUST-0421,LOAN,INR,209308.89,ACTIVE,2026-04-09 00:00:00
ACC-0689,CUST-0315,SAVINGS,INR,168743.85,ACTIVE,2024-08-14 00:00:00
ACC-0690,CUST-0435,LOAN,INR,260958.39,ACTIVE,2025-10-08 00:00:00
ACC-0691,CUST-0752,SAVINGS,INR,483474.71,ACTIVE,2025-12-18 00:00:00
ACC-0692,CUST-0785,SAVINGS,INR,487120.99,ACTIVE,2024-06-09 00:00:00
ACC-0693,CUST-0895,SAVINGS,INR,301378.5,ACTIVE,2024-11-25 00:00:00
ACC-0694,CUST-0497,SAVINGS,INR,442949.23,ACTIVE,2026-01-24 00:00:00
ACC-0695,CUST-0047,LOAN,INR,145349.12,ACTIVE,2024-12-30 00:00:00
ACC-0696,CUST-0536,CREDIT_CARD,INR,23483.67,ACTIVE,2026-01-27 00:00:00
ACC-0697,CUST-0572,CREDIT_CARD,INR,5233.08,ACTIVE,2025-01-28 00:00:00
ACC-0698,CUST-0698,CURRENT,INR,232643.43,ACTIVE,2025-11-26 00:00:00
ACC-0699,CUST-0461,CREDIT_CARD,INR,160829.68,ACTIVE,2026-03-07 00:00:00
ACC-0700,CUST-0411,SAVINGS,INR,16339.38,ACTIVE,2025-08-04 00:00:00
ACC-0701,CUST-0562,CREDIT_CARD,INR,381451.84,ACTIVE,2025-08-08 00:00:00
ACC-0702,CUST-0675,CREDIT_CARD,INR,105840.81,ACTIVE,2025-02-23 00:00:00
ACC-0703,CUST-0749,CREDIT_CARD,INR,276504.16,ACTIVE,2024-09-03 00:00:00
ACC-0704,CUST-0374,CREDIT_CARD,INR,366566.29,ACTIVE,2024-11-30 00:00:00
ACC-0705,CUST-0657,CREDIT_CARD,INR,177856.83,ACTIVE,2025-06-28 00:00:00
ACC-0706,CUST-0325,LOAN,INR,324965.79,ACTIVE,2025-01-08 00:00:00
ACC-0707,CUST-0760,CURRENT,INR,423198.93,ACTIVE,2025-06-05 00:00:00
ACC-0708,CUST-0768,LOAN,INR,367476.09,ACTIVE,2025-09-30 00:00:00
ACC-0709,CUST-0310,CURRENT,INR,244613.98,ACTIVE,2024-06-09 00:00:00
ACC-0710,CUST-0647,CREDIT_CARD,INR,58500.15,ACTIVE,2026-02-09 00:00:00
ACC-0711,CUST-0920,LOAN,INR,285759.08,ACTIVE,2025-04-04 00:00:00
ACC-0712,CUST-0090,CREDIT_CARD,INR,84612.41,ACTIVE,2026-04-12 00:00:00
ACC-0713,CUST-0973,CREDIT_CARD,INR,210562.39,ACTIVE,2025-01-17 00:00:00
ACC-0714,CUST-0127,CURRENT,INR,136354.2,ACTIVE,2025-08-29 00:00:00
ACC-0715,CUST-0785,CREDIT_CARD,INR,82815.57,ACTIVE,2026-01-27 00:00:00
ACC-0716,CUST-0794,CURRENT,INR,235866.18,ACTIVE,2025-05-04 00:00:00
ACC-0717,CUST-0125,CURRENT,INR,481993.79,ACTIVE,2025-04-21 00:00:00
ACC-0718,CUST-0710,SAVINGS,INR,97768.03,ACTIVE,2024-06-16 00:00:00
ACC-0719,CUST-0279,SAVINGS,INR,175141.78,ACTIVE,2026-04-20 00:00:00
ACC-0720,CUST-0349,CREDIT_CARD,INR,214385.98,ACTIVE,2024-12-19 00:00:00
ACC-0721,CUST-0747,LOAN,INR,271370.14,ACTIVE,2025-04-15 00:00:00
ACC-0722,CUST-0778,SAVINGS,INR,107059.37,ACTIVE,2024-10-30 00:00:00
ACC-0723,CUST-0607,SAVINGS,INR,177554.79,ACTIVE,2024-10-22 00:00:00
ACC-0724,CUST-0917,SAVINGS,INR,430908.75,ACTIVE,2025-12-26 00:00:00
ACC-0725,CUST-0238,CURRENT,INR,184101.47,ACTIVE,2025-08-09 00:00:00
ACC-0726,CUST-0242,CURRENT,INR,372227.04,ACTIVE,2025-02-02 00:00:00
ACC-0727,CUST-0483,LOAN,INR,119552.95,ACTIVE,2024-06-08 00:00:00
ACC-0728,CUST-0096,CURRENT,INR,37565.01,ACTIVE,2026-01-11 00:00:00
ACC-0729,CUST-0069,CURRENT,INR,298361.51,ACTIVE,2025-02-28 00:00:00
ACC-0730,CUST-0773,SAVINGS,INR,251313.79,ACTIVE,2026-02-21 00:00:00
ACC-0731,CUST-0096,CURRENT,INR,177597.15,ACTIVE,2025-02-09 00:00:00
ACC-0732,CUST-0561,SAVINGS,INR,119337.13,ACTIVE,2025-09-15 00:00:00
ACC-0733,CUST-0819,LOAN,INR,113170.16,ACTIVE,2025-02-03 00:00:00
ACC-0734,CUST-0841,CREDIT_CARD,INR,469597.38,ACTIVE,2024-10-13 00:00:00
ACC-0735,CUST-0852,CURRENT,INR,292327.76,ACTIVE,2024-08-12 00:00:00
ACC-0736,CUST-0071,CREDIT_CARD,INR,285305.97,ACTIVE,2025-01-15 00:00:00
ACC-0737,CUST-0069,CURRENT,INR,61987.08,ACTIVE,2024-12-26 00:00:00
ACC-0738,CUST-0715,CURRENT,INR,485227.26,ACTIVE,2026-03-10 00:00:00
ACC-0739,CUST-0124,CREDIT_CARD,INR,99775.08,ACTIVE,2024-06-08 00:00:00
ACC-0740,CUST-0715,CREDIT_CARD,INR,210313.58,ACTIVE,2025-12-09 00:00:00
ACC-0741,CUST-0355,CURRENT,INR,187950.03,ACTIVE,2025-11-22 00:00:00
ACC-0742,CUST-0539,CREDIT_CARD,INR,108685.52,ACTIVE,2025-03-20 00:00:00
ACC-0743,CUST-0837,LOAN,INR,52345.15,ACTIVE,2025-01-08 00:00:00
ACC-0744,CUST-0763,CURRENT,INR,455397.85,ACTIVE,2025-04-30 00:00:00
ACC-0745,CUST-0889,CURRENT,INR,170468.72,ACTIVE,2025-03-08 00:00:00
ACC-0746,CUST-0112,SAVINGS,INR,464445.34,ACTIVE,2024-06-16 00:00:00
ACC-0747,CUST-0282,LOAN,INR,481341.51,ACTIVE,2024-05-07 00:00:00
ACC-0748,CUST-0882,SAVINGS,INR,53799.11,ACTIVE,2025-03-04 00:00:00
ACC-0749,CUST-0925,CURRENT,INR,47891.5,ACTIVE,2025-11-15 00:00:00
ACC-0750,CUST-0868,LOAN,INR,83147.25,ACTIVE,2024-11-15 00:00:00
ACC-0751,CUST-0527,LOAN,INR,358839.17,ACTIVE,2025-08-02 00:00:00
ACC-0752,CUST-0655,SAVINGS,INR,172412.55,ACTIVE,2026-01-15 00:00:00
ACC-0753,CUST-0112,CREDIT_CARD,INR,302344.22,ACTIVE,2025-11-07 00:00:00
ACC-0754,CUST-0199,CREDIT_CARD,INR,313249.87,ACTIVE,2025-03-18 00:00:00
ACC-0755,CUST-0600,SAVINGS,INR,172057.41,ACTIVE,2025-05-13 00:00:00
ACC-0756,CUST-0124,CURRENT,INR,424909.58,ACTIVE,2024-04-14 00:00:00
ACC-0757,CUST-0615,CURRENT,INR,226044.4,ACTIVE,2024-08-25 00:00:00
ACC-0758,CUST-0256,LOAN,INR,55093.42,ACTIVE,2024-12-21 00:00:00
ACC-0759,CUST-0446,SAVINGS,INR,353186.16,ACTIVE,2026-02-19 00:00:00
ACC-0760,CUST-0137,CREDIT_CARD,INR,348637.38,ACTIVE,2025-05-31 00:00:00
ACC-0761,CUST-0859,SAVINGS,INR,489867.82,ACTIVE,2024-06-01 00:00:00
ACC-0762,CUST-0273,CREDIT_CARD,INR,321493.1,ACTIVE,2025-09-06 00:00:00
ACC-0763,CUST-0795,CREDIT_CARD,INR,252137.38,ACTIVE,2025-08-28 00:00:00
ACC-0764,CUST-0699,LOAN,INR,196098.47,ACTIVE,2025-08-25 00:00:00
ACC-0765,CUST-0092,CURRENT,INR,466331.02,ACTIVE,2025-08-30 00:00:00
ACC-0766,CUST-0077,CREDIT_CARD,INR,320858.33,ACTIVE,2025-08-03 00:00:00
ACC-0767,CUST-0388,CREDIT_CARD,INR,61715.72,ACTIVE,2026-04-22 00:00:00
ACC-0768,CUST-0747,CREDIT_CARD,INR,178709.61,ACTIVE,2026-02-16 00:00:00
ACC-0769,CUST-0131,CREDIT_CARD,INR,307020.04,ACTIVE,2024-11-23 00:00:00
ACC-0770,CUST-0870,LOAN,INR,304351.51,ACTIVE,2025-03-19 00:00:00
ACC-0771,CUST-0575,SAVINGS,INR,8086.4,ACTIVE,2026-01-18 00:00:00
ACC-0772,CUST-0651,LOAN,INR,194181.48,ACTIVE,2026-05-02 00:00:00
ACC-0773,CUST-0124,SAVINGS,INR,411600.81,ACTIVE,2024-07-17 00:00:00
ACC-0774,CUST-0068,CURRENT,INR,470776.18,ACTIVE,2024-08-19 00:00:00
ACC-0775,CUST-0553,CURRENT,INR,410324.35,ACTIVE,2025-05-09 00:00:00
ACC-0776,CUST-0517,LOAN,INR,214325.69,ACTIVE,2025-04-02 00:00:00
ACC-0777,CUST-0045,CREDIT_CARD,INR,65228.19,ACTIVE,2025-09-27 00:00:00
ACC-0778,CUST-0699,CURRENT,INR,404848.4,ACTIVE,2025-07-05 00:00:00
ACC-0779,CUST-0581,CURRENT,INR,32699.45,ACTIVE,2024-06-02 00:00:00
ACC-0780,CUST-0433,CREDIT_CARD,INR,167823.68,ACTIVE,2024-05-04 00:00:00
ACC-0781,CUST-0070,SAVINGS,INR,325404.73,ACTIVE,2024-06-09 00:00:00
ACC-0782,CUST-0991,CREDIT_CARD,INR,248878.52,ACTIVE,2024-05-14 00:00:00
ACC-0783,CUST-0593,LOAN,INR,474839.69,ACTIVE,2025-01-25 00:00:00
ACC-0784,CUST-0931,CURRENT,INR,83326.29,ACTIVE,2024-06-03 00:00:00
ACC-0785,CUST-0927,CREDIT_CARD,INR,384363.97,ACTIVE,2025-11-28 00:00:00
ACC-0786,CUST-0675,CREDIT_CARD,INR,28199.16,ACTIVE,2025-04-12 00:00:00
ACC-0787,CUST-0697,CURRENT,INR,392346.83,ACTIVE,2024-05-17 00:00:00
ACC-0788,CUST-0508,CURRENT,INR,74406.96,ACTIVE,2025-02-02 00:00:00
ACC-0789,CUST-0352,SAVINGS,INR,158063.82,ACTIVE,2025-09-22 00:00:00
ACC-0790,CUST-0642,LOAN,INR,378088.18,ACTIVE,2025-10-27 00:00:00
ACC-0791,CUST-0225,CURRENT,INR,304633.73,ACTIVE,2025-05-19 00:00:00
ACC-0792,CUST-0864,CURRENT,INR,98721.63,ACTIVE,2024-10-24 00:00:00
ACC-0793,CUST-0840,CREDIT_CARD,INR,425767.65,ACTIVE,2024-06-20 00:00:00
ACC-0794,CUST-0361,CURRENT,INR,447583.1,ACTIVE,2024-10-19 00:00:00
ACC-0795,CUST-0363,CURRENT,INR,290961.01,ACTIVE,2025-01-23 00:00:00
ACC-0796,CUST-0669,CURRENT,INR,276837.79,ACTIVE,2025-04-08 00:00:00
ACC-0797,CUST-0944,CURRENT,INR,14293.06,ACTIVE,2025-10-14 00:00:00
ACC-0798,CUST-0173,LOAN,INR,437241.53,ACTIVE,2026-02-10 00:00:00
ACC-0799,CUST-0343,SAVINGS,INR,19757.22,ACTIVE,2026-03-15 00:00:00
ACC-0800,CUST-0574,CURRENT,INR,22518.95,ACTIVE,2024-09-12 00:00:00
ACC-0801,CUST-0366,SAVINGS,INR,242665.17,ACTIVE,2025-07-10 00:00:00
ACC-0802,CUST-0817,LOAN,INR,251874.81,ACTIVE,2025-08-24 00:00:00
ACC-0803,CUST-0821,LOAN,INR,247974.97,ACTIVE,2025-03-07 00:00:00
ACC-0804,CUST-0308,CREDIT_CARD,INR,372025.46,ACTIVE,2025-01-26 00:00:00
ACC-0805,CUST-0029,CURRENT,INR,269257.52,ACTIVE,2025-07-07 00:00:00
ACC-0806,CUST-0059,CURRENT,INR,260401.76,ACTIVE,2025-10-21 00:00:00
ACC-0807,CUST-0741,CURRENT,INR,476145.29,ACTIVE,2025-07-22 00:00:00
ACC-0808,CUST-0618,CREDIT_CARD,INR,107776.21,ACTIVE,2024-08-08 00:00:00
ACC-0809,CUST-0055,CURRENT,INR,414902.84,ACTIVE,2024-06-05 00:00:00
ACC-0810,CUST-0746,LOAN,INR,140211.01,ACTIVE,2026-01-28 00:00:00
ACC-0811,CUST-0073,CREDIT_CARD,INR,418535.58,ACTIVE,2025-05-03 00:00:00
ACC-0812,CUST-0841,LOAN,INR,217577.29,ACTIVE,2026-03-08 00:00:00
ACC-0813,CUST-0323,CREDIT_CARD,INR,192440.63,ACTIVE,2026-03-07 00:00:00
ACC-0814,CUST-0507,LOAN,INR,194630.27,ACTIVE,2024-12-28 00:00:00
ACC-0815,CUST-0651,LOAN,INR,272291.22,ACTIVE,2025-04-22 00:00:00
ACC-0816,CUST-0554,CREDIT_CARD,INR,436496.41,ACTIVE,2025-07-03 00:00:00
ACC-0817,CUST-0728,CREDIT_CARD,INR,437509.18,ACTIVE,2025-05-08 00:00:00
ACC-0818,CUST-0227,LOAN,INR,107514.38,ACTIVE,2025-02-03 00:00:00
ACC-0819,CUST-0502,CURRENT,INR,321229.9,ACTIVE,2024-05-12 00:00:00
ACC-0820,CUST-0416,CREDIT_CARD,INR,77751.81,ACTIVE,2024-10-21 00:00:00
ACC-0821,CUST-0033,CURRENT,INR,413122.34,ACTIVE,2026-01-13 00:00:00
ACC-0822,CUST-0867,CREDIT_CARD,INR,13900.87,ACTIVE,2024-12-22 00:00:00
ACC-0823,CUST-0108,SAVINGS,INR,186115.8,ACTIVE,2025-06-24 00:00:00
ACC-0824,CUST-0103,CREDIT_CARD,INR,214901.53,ACTIVE,2024-05-19 00:00:00
ACC-0825,CUST-0030,CREDIT_CARD,INR,86979.36,ACTIVE,2025-12-01 00:00:00
ACC-0826,CUST-0110,CREDIT_CARD,INR,196399.65,ACTIVE,2025-12-08 00:00:00
ACC-0827,CUST-0844,SAVINGS,INR,372034.85,ACTIVE,2024-05-17 00:00:00
ACC-0828,CUST-0897,LOAN,INR,144671.87,ACTIVE,2025-06-16 00:00:00
ACC-0829,CUST-0242,CREDIT_CARD,INR,287243.51,ACTIVE,2024-12-05 00:00:00
ACC-0830,CUST-0902,LOAN,INR,407815.3,ACTIVE,2025-11-05 00:00:00
ACC-0831,CUST-0968,LOAN,INR,161838.5,ACTIVE,2025-05-09 00:00:00
ACC-0832,CUST-0962,CURRENT,INR,138920.43,ACTIVE,2026-02-26 00:00:00
ACC-0833,CUST-0849,SAVINGS,INR,409526.52,ACTIVE,2024-06-10 00:00:00
ACC-0834,CUST-0221,SAVINGS,INR,198315.82,ACTIVE,2025-12-30 00:00:00
ACC-0835,CUST-0405,CURRENT,INR,209431.54,ACTIVE,2024-05-27 00:00:00
ACC-0836,CUST-0084,CURRENT,INR,158474.43,ACTIVE,2025-06-10 00:00:00
ACC-0837,CUST-0373,CURRENT,INR,300195.96,ACTIVE,2025-01-24 00:00:00
ACC-0838,CUST-0938,CREDIT_CARD,INR,320955.97,ACTIVE,2025-01-09 00:00:00
ACC-0839,CUST-0663,CURRENT,INR,397452.66,ACTIVE,2025-12-19 00:00:00
ACC-0840,CUST-0066,LOAN,INR,109462.74,ACTIVE,2025-08-12 00:00:00
ACC-0841,CUST-0895,CREDIT_CARD,INR,114274.83,ACTIVE,2025-08-05 00:00:00
ACC-0842,CUST-0027,CREDIT_CARD,INR,169235.6,ACTIVE,2024-10-29 00:00:00
ACC-0843,CUST-0479,CURRENT,INR,201797.93,ACTIVE,2025-03-03 00:00:00
ACC-0844,CUST-0680,SAVINGS,INR,84641.81,ACTIVE,2024-06-04 00:00:00
ACC-0845,CUST-0122,LOAN,INR,429166.78,ACTIVE,2026-01-27 00:00:00
ACC-0846,CUST-0707,LOAN,INR,361433.89,ACTIVE,2024-10-29 00:00:00
ACC-0847,CUST-0581,CREDIT_CARD,INR,120744.77,ACTIVE,2024-07-03 00:00:00
ACC-0848,CUST-0863,CURRENT,INR,398806.07,ACTIVE,2025-12-17 00:00:00
ACC-0849,CUST-0998,LOAN,INR,128659.39,ACTIVE,2024-07-17 00:00:00
ACC-0850,CUST-0143,SAVINGS,INR,195652.24,ACTIVE,2025-11-16 00:00:00
